Date,Open,High,Low,Close,Adj Close,Volume
2021-12-15,145.000000,152.371002,143.479996,151.070007,151.070007,7449600
2021-12-16,145.850006,150.899994,145.009995,150.009995,150.009995,8039800
2021-12-17,148.725006,155.990005,146.179993,155.369995,155.369995,8357200
2021-12-20,154.509995,158.630005,147.130005,148.059998,148.059998,5419200
2021-12-21,148.759995,155.270004,147.115005,154.240005,154.240005,3816300
2021-12-22,153.591003,155.735001,150.914993,153.850006,153.850006,3544300
2021-12-23,153.169998,158.149994,151.380005,157.009995,157.009995,3267500
2021-12-27,154.990005,159.729996,154.419998,156.520004,156.520004,3537000
2021-12-28,156.889999,156.929993,151.770004,152.389999,152.389999,2627100
2021-12-29,152.380005,153.259995,148.259995,152.479996,152.479996,2488100
2021-12-30,151.919998,157.789993,150.119995,155.160004,155.160004,2959900
2021-12-31,154.000000,156.740005,152.169998,152.309998,152.309998,2204400
2022-01-03,152.350006,157.369995,147.460007,157.009995,157.009995,3727200
2022-01-04,155.100006,156.410004,147.567001,154.440002,154.440002,6265200
2022-01-05,150.259995,153.490005,143.529999,144.169998,144.169998,6104500
2022-01-06,142.050003,147.050003,139.449997,143.100006,143.100006,5968900
2022-01-07,140.485001,144.729996,135.119995,135.929993,135.929993,6221200
2022-01-10,133.511002,136.500000,126.911003,136.229996,136.229996,7181100
2022-01-11,137.679993,145.929993,136.798004,142.130005,142.130005,5524500
2022-01-12,142.910004,145.940002,137.580002,139.250000,139.250000,3756300
2022-01-13,139.399994,139.470001,130.550003,130.589996,130.589996,3668500
2022-01-14,128.300003,133.460007,127.099998,130.440002,130.440002,3910100
2022-01-18,128.000000,131.850006,125.199997,127.309998,127.309998,3631400
2022-01-19,127.809998,132.050003,126.690002,126.989998,126.989998,3157600
2022-01-20,129.279999,132.880005,123.709999,124.440002,124.440002,3399900
2022-01-21,122.448997,122.959999,115.519997,116.129997,116.129997,6697000
2022-01-24,111.589996,122.230003,108.059998,121.830002,121.830002,9032900
2022-01-25,120.000000,122.209999,114.550003,117.800003,117.800003,5011800
2022-01-26,121.889999,123.690002,113.209999,114.330002,114.330002,5579800
2022-01-27,116.376999,119.669998,110.290001,110.690002,110.690002,5476900
2022-01-28,111.970001,117.470001,109.519997,117.290001,117.290001,3907500
2022-01-31,118.250000,125.919998,118.000000,125.769997,125.769997,4268000
2022-02-01,127.589996,128.294006,123.559998,127.500000,127.500000,2688300
2022-02-02,127.290001,127.290001,120.059998,121.570000,121.570000,3664000
2022-02-03,118.059998,120.290001,113.739998,114.239998,114.239998,3351400
2022-02-04,114.430000,119.870003,113.849998,118.459999,118.459999,3661400
2022-02-07,118.510002,123.339996,118.139999,118.410004,118.410004,3041600
2022-02-08,117.139999,122.360001,116.500000,121.870003,121.870003,3186100
2022-02-09,123.904999,128.279999,121.599998,128.160004,128.160004,3712200
2022-02-10,124.500000,131.906998,123.199997,127.220001,127.220001,3967200
2022-02-11,127.400002,129.050003,121.180000,122.480003,122.480003,2905100
2022-02-14,122.629997,125.110001,120.410004,120.779999,120.779999,2628700
2022-02-15,123.599998,125.930000,121.349998,125.570000,125.570000,1952600
2022-02-16,123.150002,123.919998,118.510002,120.139999,120.139999,3459800
2022-02-17,118.610001,120.610001,114.190002,115.000000,115.000000,3190600
2022-02-18,115.000000,116.110001,109.279999,110.279999,110.279999,4304300
2022-02-22,108.040001,114.500000,108.019997,110.989998,110.989998,3990200
2022-02-23,112.010002,112.339996,106.309998,106.349998,106.349998,2576800
2022-02-24,101.120003,113.980003,100.000000,113.559998,113.559998,4761100
2022-02-25,114.445000,115.220001,109.690002,115.070000,115.070000,3924300
2022-02-28,114.540001,118.919998,114.150002,118.430000,118.430000,4859200
2022-03-01,117.550003,123.500000,117.019997,117.900002,117.900002,3841300
2022-03-02,117.959999,118.150002,109.519997,114.400002,114.400002,4833700
2022-03-03,115.900002,115.900002,107.500000,108.660004,108.660004,3760000
2022-03-04,108.699997,110.365997,101.199997,101.379997,101.379997,5271600
2022-03-07,102.269997,103.739998,95.049004,95.059998,95.059998,6581000
2022-03-08,95.000000,96.959999,90.900002,91.980003,91.980003,5917100
2022-03-09,95.949997,100.239998,95.489998,98.050003,98.050003,5176800
2022-03-10,94.910004,96.000000,91.919998,93.879997,93.879997,11519600
2022-03-11,76.699997,77.809998,71.000000,75.010002,75.010002,44966800
2022-03-14,73.169998,75.735001,71.790001,73.239998,73.239998,11239900
2022-03-15,73.300003,77.190002,72.519997,76.639999,76.639999,8366200
2022-03-16,78.349998,83.459999,77.769997,83.169998,83.169998,10955100
2022-03-17,82.739998,88.040001,82.250000,87.260002,87.260002,6891500
2022-03-18,88.279999,96.970001,88.269997,95.510002,95.510002,11799300
2022-03-21,94.209999,100.059998,93.010002,95.860001,95.860001,8118700
2022-03-22,94.120003,102.050003,94.000000,99.449997,99.449997,5869500
2022-03-23,98.169998,102.610001,94.724998,100.169998,100.169998,6228800
2022-03-24,101.089996,104.699997,98.139000,104.550003,104.550003,6654300
2022-03-25,104.220001,104.459999,98.370003,100.449997,100.449997,6001200
2022-03-28,100.900002,105.050003,98.809998,104.669998,104.669998,5170000
2022-03-29,106.470001,111.989998,104.099998,111.239998,111.239998,6306600
2022-03-30,109.260002,111.739998,106.629997,107.949997,107.949997,4429000
2022-03-31,107.080002,109.899002,105.650002,107.120003,107.120003,4000300
2022-04-01,107.000000,111.470001,106.699997,108.629997,108.629997,4242400
2022-04-04,109.639999,113.669998,108.699997,112.279999,112.279999,3467700
2022-04-05,111.300003,113.000000,106.379997,107.370003,107.370003,4110300
2022-04-06,105.650002,105.940002,100.809998,102.699997,102.699997,5946300
2022-04-07,102.239998,105.498001,100.010002,102.720001,102.720001,4207300
2022-04-08,101.839996,104.940002,100.589996,101.949997,101.949997,3902500
2022-04-11,100.239998,102.875000,97.180000,101.709999,101.709999,3262200
2022-04-12,103.519997,105.410004,97.629997,98.760002,98.760002,3658200
2022-04-13,98.500000,105.050003,97.989998,104.559998,104.559998,3634000
2022-04-14,104.449997,104.930000,99.230003,99.529999,99.529999,2987600
2022-04-18,99.139999,99.239998,93.839996,96.320000,96.320000,3870900
2022-04-19,95.910004,102.940002,94.610001,102.029999,102.029999,4051800
2022-04-20,101.730003,101.870003,92.370003,92.739998,92.739998,4841700
2022-04-21,94.809998,96.199997,86.750000,87.419998,87.419998,4749400
2022-04-22,88.040001,90.370003,84.709999,86.330002,86.330002,3777800
2022-04-25,85.349998,91.070000,85.190002,89.949997,89.949997,3722600
2022-04-26,89.150002,89.669998,84.080002,84.389999,84.389999,4242600
2022-04-27,84.330002,86.580002,81.129997,82.709999,82.709999,3561900
2022-04-28,83.910004,86.739998,80.630997,85.370003,85.370003,3888900
2022-04-29,84.559998,87.551003,80.889999,81.000000,81.000000,2877500
2022-05-02,80.730003,86.000000,80.445000,85.830002,85.830002,3291500
2022-05-03,81.364998,86.750000,81.085999,83.940002,83.940002,3567800
2022-05-04,84.699997,88.580002,79.099998,88.510002,88.510002,4250200
2022-05-05,86.860001,86.860001,79.160004,80.930000,80.930000,3479000
2022-05-06,79.779999,80.019997,74.139999,74.570000,74.570000,4415500
2022-05-09,72.470001,73.839996,67.922997,68.629997,68.629997,5426100
2022-05-10,71.099998,73.000000,66.000000,70.290001,70.290001,6019000
2022-05-11,69.739998,73.019997,67.019997,67.599998,67.599998,6200400
2022-05-12,65.739998,72.150002,64.839996,69.839996,69.839996,5274900
2022-05-13,72.660004,80.779999,72.510002,79.169998,79.169998,6171500
2022-05-16,77.300003,79.779999,74.180000,74.489998,74.489998,3522500
2022-05-17,76.760002,79.570000,72.139999,75.250000,75.250000,5004500
2022-05-18,73.879997,76.120003,71.910004,72.760002,72.760002,2963200
